Kiswahili;Deutsch;Zusatz de;Wortart;Klasse;Animate;Singular Kiswahili;Klasse Singular;Plural Kiswahili;Klasse Plural;Plural Deutsch;Einsilbig;Verbstamm;Infinitiv;Thema;Anmerkung
-futa;abwischen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;säubern;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;auslöschen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;löschen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;tilgen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;streichen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;ausser Kraft setzen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;annulieren;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;aufheben;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
-futa;absetzen;;Verb;;;;;;;;0;futa;kufuta;Allgemein;
Mwalimu anafuta ubao.;Der Lehrer wischt die Tafel.;;Beispiel;;;;;;;;;;;Allgemein;
-futa sheria;ein Gesetz aufheben;;Ausdruck;;;;;;;;;;;Allgemein;
-futa adhabu;eine Strafe erlassen;;Ausdruck;;;;;;;;;;;Allgemein;
-futa deni;Schulden erlassen;;Ausdruck;;;;;;;;;;;Allgemein;
matibabu;medizinische Behandlung;;Substantiv;6;0;;6;matibabu;;;;;;Allgemein;
tiba;medizinische Behandlung;;Substantiv;9/10;0;tiba;9;tiba;10;medizinische Behandlungen;;;;Allgemein;
tiba;Medizin (Wissenschaft);;Substantiv;9/10;0;tiba;9;tiba;10;;;;;Allgemein;
kitivo cha tiba;medizinische Fakultät;;Substantiv;9/10;0;tiba;9;tiba;10;;;;;Allgemein;
kiasi;wenig;;Adverb;;;;;;;;;;;Allgemein;
kiasi;etwas;;Adverb;;;;;;;;;;;Allgemein;
kiasi;mässig;;Adverb;;;;;;;;;;;Allgemein;
kiasi;ein bischen;;Adverb;;;;;;;;;;;Allgemein;
kiasi;bescheiden;;Adverb;;;;;;;;;;;Allgemein;
-a kiasi;bescheiden;;Adjektiv;;;;;;;;;;;Allgemein;
-a kiasi;mässig;;Adjektiv;;;;;;;;;;;Allgemein;
-a kiasi;wenig;;Adjektiv;;;;;;;;;;;Allgemein;
kiasi;Mass;;Substantiv;7/8;0;kiasi;7;viasi;8;Masse;;;;Allgemein;
kiasi;Preis;;Substantiv;7/8;0;kiasi;7;viasi;8;Preise;;;;Allgemein;
kiasi;Wert;;Substantiv;7/8;0;kiasi;7;viasi;8;Werte;;;;Allgemein;
kiasi;Betrag;;Substantiv;7/8;0;kiasi;7;viasi;8;Beträge;;;;Allgemein;
kiasi;Summe;;Substantiv;7/8;0;kiasi;7;viasi;8;Summen;;;;Allgemein;
kiasi gani?;was kostet es?;;Ausdruck;;;;;;;;;;;Allgemein;
bila kiasi;masslos;;Ausdruck;;;;;;;;;;;Allgemein;
bila kiasi;ohne Mass;;Ausdruck;;;;;;;;;;;Allgemein;
kiasi cha juu;Maximum;;Substantiv;7/8;0;kiasi cha juu;7;viasi vya juu;8;Maxima;;;;Allgemein;
kiasi cha chini;Minimum;;Substantiv;7/8;0;kiasi cha chini;7;viasi vya chini;8;Minima;;;;Allgemein;
kiasi;Bescheidenheit;;Substantiv;7/8;0;kiasi;7;viasi;8;;;;;Allgemein;
kiasi;Enthaltsamkeit;;Substantiv;7/8;0;kiasi;7;viasi;8;;;;;Allgemein;
Mimi ni mzuri kiasi.;Mir geht es nicht so gut.;;Beispiel;;;;;;;;;;;Allgemein;
-hamisha;umsiedeln;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;[jmdn.] versetzen [bei der Arbeit];;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;Wohnung räumen;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;ausweisen;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;den Arbeitsplatz wechseln;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;übertragen;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;kopieren;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;verschieben;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
sawasawa;ähnlich;;Sonstige;;;;;;;;;;;Allgemein;
sawasawa;passend;;Sonstige;;;;;;;;;;;Allgemein;
sawasawa;einheitlich;;Sonstige;;;;;;;;;;;Allgemein;
sawasawa;identisch;;Sonstige;;;;;;;;;;;Allgemein;
-stahili;verpflichtend sein;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-stahili;obligatorisch sein;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-stahili;passend sein;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-stahili;geeignet sein;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-a kustahili;geeignet;;Adjektiv;;;;;;;;;;;Allgemein;
-a kustahili;gebührend;;Adjektiv;;;;;;;;;;;Allgemein;
stahili;Verdienst;;Substantiv;9/10;0;stahili;9;stahili;10;Verdienste;;;;Allgemein;
stahili;angemessene Lage;;Substantiv;9/10;0;stahili;9;stahili;10;angemessene Lagen;;;;Allgemein;
-stahili;wert sein;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-stahili;würdig sein;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-stahili;verdienen;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-stahili;[jmdm.] zukommen;;Verb;;;;;;;;0;stahili;kustahili;Allgemein;
-sogea;fortschreiten;;Verb;;;;;;;;0;sogea;kusogea;Allgemein;
-sogea;sich weiterbewegen;;Verb;;;;;;;;0;sogea;kusogea;Allgemein;
-sogea mbali;weggehen;;Verb;;;;;;;;0;sogea mbali;kusogea mbali;Allgemein;
-sogea mbele;vorwärts gehen;;Verb;;;;;;;;0;sogea mbele;kusogea mbele;Allgemein;
-sogea karibu;näher kommen;;Verb;;;;;;;;0;sogea karibu;kusogea karibu;Allgemein;
-sogeleana;einander nahe kommen;;Verb;;;;;;;;0;sogeleana;kusogeleana;Allgemein;
-sogeleana;sich einander annähern;;Verb;;;;;;;;0;sogeleana;kusogeleana;Allgemein;
sogeo;Fortschritt;;Substantiv;5/6;0;sogeo;5;masogeo;6;Fortschritte;;;;Allgemein;
sogeo;Fortkommen;;Substantiv;5/6;0;sogeo;5;masogeo;6;Fortkommen;;;;Allgemein;
sogeo;Weiterbewegung;;Substantiv;5/6;0;sogeo;5;masogeo;6;Weiterbewegungen;;;;Allgemein;
-sogeza;[jmdn. od. etw.] in Bewegung bringen;;Verb;;;;;;;;0;sogeza;kusogeza;Allgemein;
-sogeza mbele;vorantreiben;;Verb;;;;;;;;0;sogeza mbele;kusogeza mbele;Allgemein;
-sogeza mbele;vorwärts bewegen;;Verb;;;;;;;;0;sogeza mbele;kusogeza mbele;Allgemein;
udongo;Erde;;Substantiv;11;0;udongo;11;;;;;;;Allgemein;
udongo;Lehm;;Substantiv;11;0;udongo;11;;;;;;;Allgemein;
kifaa;Werkzeug;;Substantiv;7/8;0;kifaa;7;vifaa;8;Werkzeuge;;;;Allgemein;
kifaa;Hilfsmittel;;Substantiv;7/8;0;kifaa;7;vifaa;8;Hilfsmittel;;;;Allgemein;
kifaa;Mittel;;Substantiv;7/8;0;kifaa;7;vifaa;8;Mittel;;;;Allgemein;
kifaa;Material;;Substantiv;7/8;0;kifaa;7;vifaa;8;Materialien;;;;Allgemein;
kifaa;Zubehör;;Substantiv;7/8;0;kifaa;7;vifaa;8;Zubehöre;;;;Allgemein;
mwewe;Milan;;Substantiv;9/10;1;mwewe;9;mwewe;10;Milane;;;;Allgemein;
mwewe;Habicht;;Substantiv;9/10;1;mwewe;9;mwewe;10;Habicht;;;;Allgemein;
mwewe;Hühnerhabicht;;Substantiv;9/10;1;mwewe;9;mwewe;10;Hühnerhabicht;;;;Allgemein;
-tisha;erschrecken;;Verb;;;;;;;;0;tisha;kutisha;Allgemein;
-a kutisha;erschreckend;;Adjektiv;;;;;;;;;;;Allgemein;
-a kutisha;furchtbar;;Adjektiv;;;;;;;;;;;Allgemein;
-a kutisha;grauenhaft;;Adjektiv;;;;;;;;;;;Allgemein;
ndoto ya kutisha;schrecklicher Traum;;Substantiv;9/10;0;ndoto ya kutisha;9;ndoto za kutisha;10;schreckliche Träume;;;;Allgemein;
ndoto ya kutisha;Alptraum;;Substantiv;9/10;0;ndoto ya kutisha;9;ndoto za kutisha;10;Alpträume;;;;Allgemein;
-nakilisha;abschreiben;;Verb;;;;;;;;0;nakilisha;kunakilisha;Allgemein;
-nakilisha;kopieren;;Verb;;;;;;;;0;nakilisha;kunakilisha;Allgemein;
-nakilisha;vervielfältigen;;Verb;;;;;;;;0;nakilisha;kunakilisha;Allgemein;
-nakilisha;[etw.] verlegen [an einen anderen Platz];;Verb;;;;;;;;0;nakilisha;kunakilisha;Allgemein;
-hamisha;[etw.] verlegen [an einen anderen Platz];;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-hamisha;versetzen;;Verb;;;;;;;;0;hamisha;kuhamisha;Allgemein;
-a ziada;zusätzlich;;Sonstige;;;;;;;;;;;Allgemein;
-a ziada;extra;;Sonstige;;;;;;;;;;;Allgemein;
kwa ziada;extra;;Sonstige;;;;;;;;;;;Allgemein;
kwa ziada;zusätzlich;;Sonstige;;;;;;;;;;;Allgemein;
wajibu;Pflicht;;Sonstige;;;;;;;;;;;Allgemein;
wajibu;Verpflichtung;;Sonstige;;;;;;;;;;;Allgemein;
wajibu;Schuldigkeit;;Sonstige;;;;;;;;;;;Allgemein;
wajibu;Aufgabe;;Sonstige;;;;;;;;;;;Allgemein;
wajibu;Verantwortung;;Sonstige;;;;;;;;;;;Allgemein;
Usikwee kwenye meza.;Klettere nicht auf den Tisch.;;Beispiel;;;;;;;;;;;Allgemein;
-amua;entscheiden;;Verb;;;;;;;;0;amua;kuamua;Allgemein;
-amua;beschliessen;;Verb;;;;;;;;0;amua;kuamua;Allgemein;
-kumbatia;umarmen;;Verb;;;;;;;;0;kumbatia;kukumbatia;Allgemein;
-kumbatiana;[einander] umarmen;;Verb;;;;;;;;0;kumbatiana;kukumbatiana;Allgemein;
-tazamia;erwarten;;Verb;;;;;;;;0;tazamia;kutazamia;Allgemein;
Ananitazamia.;Sie erwartet mich.;;Beispiel;;;;;;;;;;;Allgemein;
Inatazamiwa na kila raia.;Es wird von jedem Bürger erwartet;;Beispiel;;;;;;;;;;;Allgemein;
mkaa;Holzkohle;;Substantiv;3/4;0;mkaa;3;mikaa;4;Holzkohlen;;;;Allgemein;
mtoto wa kiume;Junge;;Substantiv;1/2;0;mtoto wa kiume;1;watoto wa kiume;2;Jungen;;;;Allgemein;
mtoto wa kiume;Knabe;;Substantiv;1/2;0;mtoto wa kiume;1;watoto wa kiume;2;Knaben;;;;Allgemein;
mtoto wa kiume;Sohn;;Substantiv;1/2;0;mtoto wa kiume;1;watoto wa kiume;2;Söhne;;;;Allgemein;
mtoto wa kiume;männliches Kind;;Substantiv;1/2;0;mtoto wa kiume;1;watoto wa kiume;2;männliche Kinder;;;;Allgemein;
mtoto wa kike;weibliches Kind;;Substantiv;1/2;0;mtoto wa kike;1;watoto wa kike;2;weibliche Kinder;;;;Allgemein;
mtoto wa kike;Mädchen;;Substantiv;1/2;0;mtoto wa kike;1;watoto wa kike;2;Mädchen;;;;Allgemein;
mtoto wa kike;Tochter;;Substantiv;1/2;0;mtoto wa kike;1;watoto wa kike;2;Töchter;;;;Allgemein;
mtundu;listiger Mensch;;Substantiv;1/2;0;mtundu;1;watundu;2;listige Menschen;;;;Allgemein;
mtundu;kreativer Mensch;;Substantiv;1/2;0;mtundu;1;watundu;2;kreative Menschen;;;;Allgemein;
mtundu;erfinderischer Mensch;;Substantiv;1/2;0;mtundu;1;watundu;2;erfinderische Menschen;;;;Allgemein;
mtundu;durchtriebener Mensch;;Substantiv;1/2;0;mtundu;1;watundu;2;durchtriebene Menschen;;;;Allgemein;
mtoto mtundu;verzogenes Kind;;Substantiv;1/2;0;mtoto mtundu;1;watoto watundu;2;verzogene Kinder;;;;Allgemein;
mtoto mtundu;verwöhntes Kind;;Substantiv;1/2;0;mtoto mtundu;1;watoto watundu;2;verwöhnte Kinder;;;;Allgemein;
mtoto mtundu;ungezogenes Kind;;Substantiv;1/2;0;mtoto mtundu;1;watoto watundu;2;ungezogene Kinder;;;;Allgemein;
mtoto mtundu;freches Kind;;Substantiv;1/2;0;mtoto mtundu;1;watoto watundu;2;freche Kinder;;;;Allgemein;
mtundu;weitsichtiger Mensch;;Substantiv;1/2;0;mtundu;1;watundu;2;weitsichtige Menschen;;;;Allgemein;
mtundu;vorsorgender Mensch;;Substantiv;1/2;0;mtundu;1;watundu;2;vorsorgende Menschen;;;;Allgemein;
-pumbavu;geistlos;;Adjektiv;;;;;;;;;;;Allgemein;
-pumbavu;dumm;;Adjektiv;;;;;;;;;;;Allgemein;
-pumbavu;naiv;;Adjektiv;;;;;;;;;;;Allgemein;
Pumbavu!;Mist!;;Ausdruck;;;;;;;;;;;Allgemein;
kifungu;Absatz [im Text];;Substantiv;7/8;0;kifungu;7;vifungu;8;Absätze;;;;Allgemein;
kifungu;Kapitel [im Buch];;Substantiv;7/8;0;kifungu;7;vifungu;8;Kapitel;;;;Allgemein;
kifungu;kleiner Teil;;Substantiv;7/8;0;kifungu;7;vifungu;8;kleine Teile;;;;Allgemein;
kifungu cha maneno;Textabschnitt;;Substantiv;7/8;0;kifungu cha maneno;7;vifungu vya maneno;8;Textabschnitte;;;;Allgemein;
pembeni;abseits;;Sonstige;;;;;;;;;;;Allgemein;
pembeni;in der Ecke;;Sonstige;;;;;;;;;;;Allgemein;
pembeni;in die Ecke;;Sonstige;;;;;;;;;;;Allgemein;
-weka pembeni;beiseite legen;;Verb;;;;;;;;0;weka pembeni;kuweka pembeni;Allgemein;
pembe;Ecke;;Substantiv;9/10;0;pembe;9;pembe;10;Ecken;;;;Allgemein;
pembe;Winkel;;Substantiv;9/10;0;pembe;9;pembe;10;Winkel;;;;Allgemein;
pembetatu;Dreieck;;Substantiv;9/10;0;pembetatu;9;pembetatu;10;Dreiecke;;;;Allgemein;
pembe nne;Viereck;;Substantiv;9/10;0;pembe nne;9;pembe nne;10;Vierecke;;;;Allgemein;
mtoto wa kambo;Stiefkind;;Substantiv;1/2;0;mtoto wa kambo;1;watoto wa kambo;2;Stiefkinder;;;;Allgemein;
-ekundu;rot;;Adjektiv;;;;;;;;;;;Allgemein;
mjini kuliko kizuri;in der Stadt, wo es schön ist;;Ausdruck;;;;;;;;;;;Allgemein;
kuliko;wo es ist;;Sonstige;;;;;;;;;;;Allgemein;
Nataka kwenda Mtwara. Naomba unielekeze.;Ich möchte nach Mtwara. Können Sie mir bitte die Richtung zeigen?;;Beispiel;;;;;;;;;;;Reisen, Hotel, Restaurant;
kuliko;mehr als;;Sonstige;;;;;;;;;;;Allgemein;für Komperativ und Superlativ
mkubwa kuliko yote;der Grösste;;Ausdruck;;;;;;;;;;;Allgemein;
tangu hapo;seit damals;;Sonstige;;;;;;;;;;;Allgemein;
hapo;damals;;Sonstige;;;;;;;;;;;Allgemein;
punde;sofort;;Sonstige;;;;;;;;;;;Allgemein;
punde;bald;;Sonstige;;;;;;;;;;;Allgemein;
punde;in Kürze;;Sonstige;;;;;;;;;;;Allgemein;
jiwe;Stein;;Substantiv;5/6;0;jiwe;5;mawe;6;Steine;;;;Allgemein;
baadhi;Teil;;Substantiv;9/10;0;baadhi;9;baadhi;10;Teile;;;;Allgemein;
mdogo;jüngeres Geschwister;;Substantiv;1/2;0;mdogo;1;wadogo;2;jüngere Geschwister;;;;Allgemein;
mkubwa;älteres Geschwister;;Substantiv;1/2;0;mkubwa;1;wakubwa;2;ältere Geschwister;;;;Allgemein;
-tulia;sich entspannen;;Verb;;;;;;;;0;tulia;kutulia;Allgemein;
-tulia;sich ausruhen;;Verb;;;;;;;;0;tulia;kutulia;Allgemein;
-tulia;ruhen;;Verb;;;;;;;;0;tulia;kutulia;Allgemein;
-tulia;sich beruhigen;;Verb;;;;;;;;0;tulia;kutulia;Allgemein;
-tulia;still sein;;Verb;;;;;;;;0;tulia;kutulia;Allgemein;
-tulia;sich niederlassen;;Verb;;;;;;;;0;tulia;kutulia;Allgemein;
kisha;danach;;Adverb;;;;;;;;;;;Allgemein;
kisha;darauf;;Adverb;;;;;;;;;;;Allgemein;
kisha;... und dann ...;;Adverb;;;;;;;;;;;Allgemein;
-panda;säen;;Verb;;;;;;;;0;panda;kupanda;Allgemein;
-panda;pflanzen;;Verb;;;;;;;;0;panda;kupanda;Allgemein;
Kila picha ina matumizi maalum.;Jedes Icon hat eine spezielle Bedeutung;;Beispiel;;;;;;;;;;;Computer;
-sahihisha;korrigieren;;Verb;;;;;;;;0;sahihisha;kusahihisha;Allgemein;
-sahihisha;verbessern;;Verb;;;;;;;;0;sahihisha;kusahihisha;Allgemein;
Usahihishe makosa.;Korrigiere die Fehler!;;Beispiel;;;;;;;;;;;Allgemein;
Sahihisha neno hili.;Korrigiere dieses Wort!;;Beispiel;;;;;;;;;;;Allgemein;
-shangaa;staunen;;Verb;;;;;;;;0;shangaa;kushangaa;Allgemein;
-shangaa;verwundert sein;;Verb;;;;;;;;0;shangaa;kushangaa;Allgemein;
-shangaa;entzückt sein;;Verb;;;;;;;;0;shangaa;kushangaa;Allgemein;
-shangaa;begeistert sein;;Verb;;;;;;;;0;shangaa;kushangaa;Allgemein;
-shangaa;starren;;Verb;;;;;;;;0;shangaa;kushangaa;Allgemein;
-shangaa;stieren;;Verb;;;;;;;;0;shangaa;kushangaa;Allgemein;
Shangaa!;Sieh mal an!;;Sonstige;;;;;;;;;;;Allgemein;
eti;He!;;Sonstige;;;;;;;;;;;Allgemein;
eti;Hör mal!;;Sonstige;;;;;;;;;;;Allgemein;
Eti wewe!;He du!;;Sonstige;;;;;;;;;;;Allgemein;
mstari;Zeile;;Substantiv;3/4;0;mstari;3;mistari;4;Zeilen;;;;Allgemein;
mstari;Reihe;;Substantiv;3/4;0;mstari;3;mistari;4;Reihen;;;;Allgemein;
mstari;Linie;;Substantiv;3/4;0;mstari;3;mistari;4;Linien;;;;Allgemein;
wazi;offen;;Adjektiv;;;;;;;;;;;Allgemein;
wazi;geöffnet;;Adjektiv;;;;;;;;;;;Allgemein;
wazi;frei;;Adjektiv;;;;;;;;;;;Allgemein;
wazi;leer;;Adjektiv;;;;;;;;;;;Allgemein;
Begi iko wazi.;Die Tasche ist offen.;;Beispiel;;;;;;;;;;;Allgemein;
Mlango upo wazi.;Die Türe ist offen.;;Beispiel;;;;;;;;;;;Allgemein;
Kito kiko wazi.;Der Platz ist frei.;;Beispiel;;;;;;;;;;;Allgemein;
kipaimara;Konfirmation;;Substantiv;7;0;kipaimara;7;;;;;;;Allgemein;
-tega mtego;Falle stellen;;Verb;;;;;;;;0;tega mtego;kutega mtego;Allgemein;
-tega mtego;Falle aufstellen;;Verb;;;;;;;;0;tega mtego;kutega mtego;Allgemein;
Kila siku alitega mitego.;Jeden Tag stellte er Fallen auf.;;Beispiel;;;;;;;;;;;Allgemein;
-tazamana (na);sich gegenüber befinden (von);;Verb;;;;;;;;0;tazamana (na);kutazamana (na);Allgemein;
-julisha;mitteilen;;Verb;;;;;;;;0;julisha;kujulisha;Allgemein;
-julisha;informieren;;Verb;;;;;;;;0;julisha;kujulisha;Allgemein;
-julisha;wissen lassen;;Verb;;;;;;;;0;julisha;kujulisha;Allgemein;
Napenda kukujulisha ya kuwa nitakuwepo nyumbani kesho.;Ich möchte dich wissen lassen, dass ich morgen zuhause sein werden.;;Beispiel;;;;;;;;;;;Allgemein;
bibi;Frau [Anrede];;Substantiv;5/6;1;bibi;5;mabibi;6;Frauen;;;;Allgemein;
bibi;Fräulein [Anrede];;Substantiv;5/6;1;bibi;5;mabibi;6;Fräulein;;;;Allgemein;
bibi;Oma;;Substantiv;5/6;1;bibi;5;mabibi;6;Omas;;;;Allgemein;
bibi;Grossmutter;;Substantiv;5/6;1;bibi;5;mabibi;6;Grossmütter;;;;Allgemein;
Mabibi na mabwana!;Meine Damen und Herren!;;Ausdruck;;;;;;;;;;;Allgemein;
Bi.;Fr.;;Sonstige;;;;;;;;;;;Allgemein;Abkürzung der Anrede Bibi (Frau)
mshauri;Berater;;Substantiv;1/2;0;mshauri;1;washauri;2;Berater;;;;Allgemein;
mshauri;Ratgeber;;Substantiv;1/2;0;mshauri;1;washauri;2;Ratgeber;;;;Allgemein;
-gawana;miteinander teilen;;Verb;;;;;;;;0;gawana;kugawana;Allgemein;
-rejesha;zurückbringen;;Verb;;;;;;;;0;rejesha;kurejesha;Allgemein;
-rejesha;wiedereinführen;;Verb;;;;;;;;0;rejesha;kurejesha;Allgemein;
-rejesha;restaurieren;;Verb;;;;;;;;0;rejesha;kurejesha;Allgemein;
-rejesha;wiederherstellen;;Verb;;;;;;;;0;rejesha;kurejesha;Allgemein;
-rejesha;[jmdn.] korrigieren;;Verb;;;;;;;;0;rejesha;kurejesha;Allgemein;
-rejesha fedha;[jmdn.] Geld zurückerstatten;;Verb;;;;;;;;0;rejesha fedha;kurejesha fedha;Allgemein;
-rejesha;zurückgeben;;Verb;;;;;;;;0;rejesha;kurejesha;Allgemein;
-shiriki;teilnehmen;;Verb;;;;;;;;0;shiriki;kushiriki;Allgemein;
-shiriki;mitwirken;;Verb;;;;;;;;0;shiriki;kushiriki;Allgemein;
-shiriki;teilhaben;;Verb;;;;;;;;0;shiriki;kushiriki;Allgemein;
-shiriki katika kazi;mitarbeiten;;Verb;;;;;;;;0;shiriki katika kazi;kushiriki katika kazi;Allgemein;
-shiriki katika mkutano;an einer Versammlung teilnehmen;;Verb;;;;;;;;0;shiriki katika mkutano;kushiriki katika mkutano;Allgemein;
badiliko;Veränderung;;Substantiv;5/6;0;badiliko;5;mabadiliko;6;Veränderungen;;;;Allgemein;
shirika;Vereinigung;;Substantiv;5/6;0;shirika;5;mashirika;6;Vereinigungen;;;;Allgemein;
shirika;Gesellschaft;;Substantiv;5/6;0;shirika;5;mashirika;6;Gesellschaften;;;;Allgemein;
shirika;Aktiengesellschaft;;Substantiv;5/6;0;shirika;5;mashirika;6;Aktiengesellschaften;;;;Allgemein;
shirika;Organisation;;Substantiv;5/6;0;shirika;5;mashirika;6;Organisationen;;;;Allgemein;
shirika;Kooperation;;Substantiv;5/6;0;shirika;5;mashirika;6;Kooperationen;;;;Allgemein;
shirika;Genossenschaft;;Substantiv;5/6;0;shirika;5;mashirika;6;Genossenschaften;;;;Allgemein;
shirika la bima;Versicherungsgesellschaft;;Substantiv;5/6;0;shirika la bima;5;mashirika ya bima;6;Versicherungsgesellschaften;;;;Allgemein;
shirika la biashara;Handelsgesellschaft;;Substantiv;5/6;0;shirika la biashara;5;mashirika ya biashara;6;Handelsgesellschaften;;;;Allgemein;
shirika la wakulima;landwirtschaftliche Genossenschaft;;Substantiv;5/6;0;shirika la wakulima;5;mashirika ya wakulima;6;landwirtschaftliche Genossenschaften;;;;Allgemein;
shirika la habari;Nachrichtenagentur;;Substantiv;5/6;0;shirika la habari;5;mashirika ya habari;6;Nachrichtenagenturen;;;;Allgemein;
Shirika la Afya Ulimwenguni;Weltgesundheitsorganisation (WHO);;Sonstige;;;;;;;;;;;Allgemein;
Shirika la Fedha Duniani;Internationaler Währungsfonds (IWF);;Sonstige;;;;;;;;;;;Allgemein;
mashiriki ya umma;öffentliche Einrichtungen;;Sonstige;;;;;;;;;;;Allgemein;
-shirikiana na;zusammenarbeiten mit;;Verb;;;;;;;;0;shirikiana na;kushirikiana na;Allgemein;
-shirikiana (na);kooperieren (mit);;Verb;;;;;;;;0;shirikiana (na);kushirikiana (na);Allgemein;
-shirikiana;zusammenhalten;;Verb;;;;;;;;0;shirikiana;kushirikiana;Allgemein;
-shirikiana (na);sich zusammenschliessen (zu);;Verb;;;;;;;;0;shirikiana (na);kushirikiana (na);Allgemein;
-shirikiana (na);sich vereinigen (zu);;Verb;;;;;;;;0;shirikiana (na);kushirikiana (na);Allgemein;
-shirikiana (na);sich gesellen (zu);;Verb;;;;;;;;0;shirikiana (na);kushirikiana (na);Allgemein;
-shirikisha;teilhaben lassen;;Verb;;;;;;;;0;shirikisha;kushirikisha;Allgemein;
-shirikisha;teilnehmen lassen;;Verb;;;;;;;;0;shirikisha;kushirikisha;Allgemein;
-shirikisha;eintreten lassen;;Verb;;;;;;;;0;shirikisha;kushirikisha;Allgemein;
-shirikisha;einbeziehen;;Verb;;;;;;;;0;shirikisha;kushirikisha;Allgemein;
mshahara;Lohn;;Substantiv;3/4;0;mshahara;3;mishahara;4;Löhne;;;;Allgemein;
mshahara;Gehalt;;Substantiv;3/4;0;mshahara;3;mishahara;4;Gehälter;;;;Allgemein;
mshahara;Bezahlung;;Substantiv;3/4;0;mshahara;3;mishahara;4;Bezahlungen;;;;Allgemein;
mshahara;Entgelt;;Substantiv;3/4;0;mshahara;3;mishahara;4;Entgelte;;;;Allgemein;
mshahara wa msingi;Grundlohn;;Substantiv;3/4;0;mshahara wa msingi;3;mishahara ya msingi;4;Grundlöhne;;;;Allgemein;
mshahara wa halisi;Nettolohn;;Substantiv;3/4;0;mshahara wa halisi;3;mishahara ya halisi;4;Nettolöhne;;;;Allgemein;
mshahara wa chini;Mindestlohn;;Substantiv;3/4;0;mshahara wa chini;3;mishahara ya chini;4;Mindestlöhne;;;;Allgemein;
mshahara wa kuanzia;Anfangslohn;;Substantiv;3/4;0;mshahara wa kuanzia;3;mishahara ya kuanzia;4;Anfangslöhne;;;;Allgemein;
mno;sehr viel;;Adverb;;;;;;;;;;;Allgemein;
mno;unmässig;;Adverb;;;;;;;;;;;Allgemein;
mno;sehr;;Adverb;;;;;;;;;;;Allgemein;
mno;ungewöhnlich;;Adverb;;;;;;;;;;;Allgemein;
-karibisha;willkommen heissen;;Verb;;;;;;;;0;karibisha;kukaribisha;Allgemein;
-karibisha;näher bringen;;Verb;;;;;;;;0;karibisha;kukaribisha;Allgemein;
-karibisha;sich annähern;;Verb;;;;;;;;0;karibisha;kukaribisha;Allgemein;
-karibisha;einladen;;Verb;;;;;;;;0;karibisha;kukaribisha;Allgemein;
-tokea;geschehen;;Verb;;;;;;;;0;tokea;kutokea;Allgemein;
-tokea;passieren;;Verb;;;;;;;;0;tokea;kutokea;Allgemein;
-tokea;sich ereignen;;Verb;;;;;;;;0;tokea;kutokea;Allgemein;
-tokea;auftreten;;Verb;;;;;;;;0;tokea;kutokea;Allgemein;
-tokea;erscheinen;;Verb;;;;;;;;0;tokea;kutokea;Allgemein;
-tokea;hervorkommen;;Verb;;;;;;;;0;tokea;kutokea;Allgemein;
kulitokea;es war einmal;;Ausdruck;;;;;;;;;;;Allgemein;
palitokea;es war einmal;;Ausdruck;;;;;;;;;;;Allgemein;
-pokea;empfangen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;annehmen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;entgegennehmen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;erhalten;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;bekommen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;anerkennen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;gutheissen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-pokea;einwilligen;;Verb;;;;;;;;0;pokea;kupokea;Allgemein;
-chagua;wählen;;Verb;;;;;;;;0;chagua;kuchagua;Allgemein;
